transaction_id,date,amount,currency,category,counterparty,account,description,type
TXN-10770,2024-07-19,-89.33,EUR,Groceries,Lidl,Checking-001,Groceries - Whole Foods,expense
TXN-10803,2024-07-19,-62.99,EUR,Shopping,Zara,Savings-002,Shopping - Zara,expense
TXN-10795,2024-07-19,-22.14,EUR,Subscriptions,AWS,Credit-003,Subscriptions - Adobe,expense
TXN-10777,2024-07-20,-35.42,EUR,Dining,Cafe Central,Savings-002,Dining - Cafe Central,expense
TXN-10791,2024-07-21,-45.98,EUR,Transport,Uber,Checking-001,Transport - Shell,expense
TXN-10784,2024-07-21,-27.13,EUR,Transport,Uber,Checking-001,Transport - Shell,expense
TXN-10797,2024-07-22,-43.77,EUR,Healthcare,City Clinic,Savings-002,Healthcare - Pharmacy Plus,expense
TXN-10789,2024-07-22,-36.29,EUR,Transport,BP,Credit-003,Transport - Uber,expense
TXN-10776,2024-07-25,-37.56,EUR,Dining,Pizza Place,Credit-003,Dining - Sushi Bar,expense
TXN-10788,2024-07-25,-39.04,EUR,Transport,City Transit,Credit-003,Transport - City Transit,expense
TXN-10800,2024-07-26,-48.2,EUR,Entertainment,Streaming Extra,Savings-002,Entertainment - Streaming Extra,expense
TXN-10774,2024-07-26,-24.53,EUR,Dining,Pizza Place,Savings-002,Dining - Restaurant XYZ,expense
TXN-10763,2024-07-27,1920.38,EUR,Freelance,Upwork,Credit-003,Freelance - Client A,income
TXN-10778,2024-07-27,-45.48,EUR,Dining,Sushi Bar,Credit-003,Dining - Pizza Place,expense
TXN-10798,2024-07-28,-5.64,EUR,Entertainment,Streaming Extra,Credit-003,Entertainment - Streaming Extra,expense
TXN-10775,2024-07-28,-66.87,EUR,Dining,Pizza Place,Credit-003,Dining - Sushi Bar,expense
TXN-10790,2024-07-28,-37.69,EUR,Transport,Uber,Savings-002,Transport - City Transit,expense
TXN-10837,2024-08-01,-232.19,EUR,Utilities,Electric Co,Credit-003,Utilities - Gas Provider,expense
TXN-10836,2024-08-01,-145.54,EUR,Utilities,Gas Provider,Credit-003,Utilities - Electric Co,expense
TXN-10848,2024-08-01,-222.12,EUR,Insurance,SafeLife Insurance,Savings-002,Insurance - SafeLife Insurance,expense
TXN-10817,2024-08-01,-107.54,EUR,Groceries,Tesco,Checking-001,Groceries - Carrefour,expense
TXN-10810,2024-08-01,-1400.0,EUR,Rent,City Properties Ltd,Savings-002,Rent - City Properties Ltd,expense
TXN-10808,2024-08-01,4845.51,EUR,Salary,Acme Corp Payroll,Savings-002,Salary - Acme Corp Payroll,income
TXN-10807,2024-08-01,4394.14,EUR,Salary,Acme Corp Payroll,Credit-003,Salary - TechStart GmbH,income
TXN-10820,2024-08-02,-47.11,EUR,Dining,Pizza Place,Checking-001,Dining - Pizza Place,expense
TXN-10831,2024-08-02,-45.28,EUR,Transport,Uber,Credit-003,Transport - Uber,expense
TXN-10824,2024-08-06,-28.99,EUR,Dining,Restaurant XYZ,Savings-002,Dining - Pizza Place,expense
TXN-10827,2024-08-06,-53.81,EUR,Transport,BP,Checking-001,Transport - City Transit,expense
TXN-10828,2024-08-08,-14.35,EUR,Transport,City Transit,Checking-001,Transport - Uber,expense
TXN-10845,2024-08-09,-98.49,EUR,Entertainment,Concert Hall,Savings-002,Entertainment - Concert Hall,expense
TXN-10835,2024-08-10,-35.76,EUR,Transport,Uber,Credit-003,Transport - Train Co,expense
TXN-10838,2024-08-10,-26.81,EUR,Subscriptions,Netflix,Savings-002,Subscriptions - Spotify,expense
TXN-10823,2024-08-10,-56.46,EUR,Dining,Sushi Bar,Credit-003,Dining - Pizza Place,expense
TXN-10842,2024-08-11,-92.35,EUR,Healthcare,City Clinic,Credit-003,Healthcare - City Clinic,expense
TXN-10826,2024-08-11,-27.01,EUR,Transport,BP,Savings-002,Transport - City Transit,expense
TXN-10840,2024-08-12,-31.47,EUR,Subscriptions,Adobe,Checking-001,Subscriptions - Netflix,expense
TXN-10830,2024-08-13,-28.98,EUR,Transport,Shell,Credit-003,Transport - Train Co,expense
TXN-10833,2024-08-14,-39.37,EUR,Transport,Uber,Credit-003,Transport - Shell,expense
TXN-10814,2024-08-14,-61.68,EUR,Groceries,Aldi,Checking-001,Groceries - Whole Foods,expense
TXN-10819,2024-08-14,-34.96,EUR,Groceries,Aldi,Savings-002,Groceries - Aldi,expense
TXN-10846,2024-08-15,-388.89,EUR,Travel,Airline,Checking-001,Travel - Booking.com,expense
TXN-10849,2024-08-15,-414.98,EUR,Investment,Crypto Exchange,Credit-003,Investment - Brokerage Account,expense
TXN-10834,2024-08-16,-59.76,EUR,Transport,City Transit,Credit-003,Transport - Uber,expense
TXN-10825,2024-08-17,-32.31,EUR,Transport,Shell,Savings-002,Transport - City Transit,expense
TXN-10841,2024-08-18,-19.2,EUR,Subscriptions,Spotify,Credit-003,Subscriptions - GitHub,expense
TXN-10829,2024-08-19,-23.34,EUR,Transport,Uber,Savings-002,Transport - Uber,expense
TXN-10839,2024-08-20,-30.6,EUR,Subscriptions,Adobe,Credit-003,Subscriptions - Spotify,expense
TXN-10822,2024-08-21,-77.66,EUR,Dining,Cafe Central,Credit-003,Dining - Pizza Place,expense
TXN-10816,2024-08-21,-131.61,EUR,Groceries,Whole Foods,Credit-003,Groceries - Lidl,expense
TXN-10832,2024-08-21,-30.14,EUR,Transport,Uber,Credit-003,Transport - Uber,expense
TXN-10847,2024-08-22,-45.98,EUR,Shopping,Amazon,Checking-001,Shopping - Amazon,expense
TXN-10809,2024-08-24,1374.53,EUR,Freelance,Toptal,Savings-002,Freelance - Upwork,income
TXN-10821,2024-08-25,-9.38,EUR,Dining,Cafe Central,Checking-001,Dining - Restaurant XYZ,expense
TXN-10818,2024-08-25,-124.05,EUR,Groceries,Lidl,Checking-001,Groceries - Carrefour,expense
TXN-10844,2024-08-25,-57.7,EUR,Entertainment,Streaming Extra,Credit-003,Entertainment - Cinema,expense
TXN-10843,2024-08-27,-45.69,EUR,Entertainment,Concert Hall,Checking-001,Entertainment - Cinema,expense
TXN-10815,2024-08-28,-63.17,EUR,Groceries,Lidl,Savings-002,Groceries - Whole Foods,expense
TXN-10813,2024-08-28,-87.77,EUR,Groceries,Tesco,Checking-001,Groceries - Whole Foods,expense
TXN-10874,2024-09-01,-18.9,EUR,Transport,Shell,Credit-003,Transport - Train Co,expense
TXN-10880,2024-09-01,-193.47,EUR,Utilities,Gas Provider,Checking-001,Utilities - Water Utility,expense
TXN-10879,2024-09-01,-170.77,EUR,Utilities,Water Utility,Checking-001,Utilities - Gas Provider,expense
TXN-10862,2024-09-01,-42.21,EUR,Dining,Cafe Central,Credit-003,Dining - Sushi Bar,expense
TXN-10891,2024-09-01,-90.78,EUR,Insurance,SafeLife Insurance,Credit-003,Insurance - SafeLife Insurance,expense
TXN-10878,2024-09-01,-151.11,EUR,Utilities,Electric Co,Credit-003,Utilities - Water Utility,expense
TXN-10850,2024-09-01,4435.67,EUR,Salary,TechStart GmbH,Checking-001,Salary - Acme Corp Payroll,income
TXN-10852,2024-09-01,-1400.0,EUR,Rent,City Properties Ltd,Savings-002,Rent - City Properties Ltd,expense
TXN-10892,2024-09-01,-111.85,EUR,Insurance,SafeLife Insurance,Credit-003,Insurance - SafeLife Insurance,expense
TXN-10857,2024-09-04,-110.87,EUR,Groceries,Aldi,Checking-001,Groceries - Lidl,expense
TXN-10867,2024-09-04,-9.07,EUR,Transport,Uber,Checking-001,Transport - BP,expense
TXN-10876,2024-09-05,-26.79,EUR,Transport,BP,Checking-001,Transport - Shell,expense
TXN-10855,2024-09-06,-102.19,EUR,Groceries,Whole Foods,Credit-003,Groceries - Lidl,expense
TXN-10884,2024-09-06,-144.48,EUR,Healthcare,City Clinic,Checking-001,Healthcare - Pharmacy Plus,expense
TXN-10861,2024-09-08,-44.81,EUR,Dining,Sushi Bar,Checking-001,Dining - Restaurant XYZ,expense
TXN-10858,2024-09-09,-89.75,EUR,Groceries,Lidl,Credit-003,Groceries - Carrefour,expense
TXN-10864,2024-09-11,-47.67,EUR,Dining,Pizza Place,Checking-001,Dining - Cafe Central,expense
TXN-10887,2024-09-11,-51.1,EUR,Entertainment,Concert Hall,Checking-001,Entertainment - Cinema,expense
TXN-10875,2024-09-12,-37.46,EUR,Transport,Uber,Checking-001,Transport - BP,expense
TXN-10851,2024-09-13,2030.7,EUR,Freelance,Toptal,Savings-002,Freelance - Toptal,income
TXN-10888,2024-09-14,-359.62,EUR,Travel,Booking.com,Credit-003,Travel - Booking.com,expense
TXN-10868,2024-09-14,-48.07,EUR,Transport,Train Co,Checking-001,Transport - Uber,expense
TXN-10866,2024-09-15,-87.02,EUR,Dining,Sushi Bar,Checking-001,Dining - Sushi Bar,expense
TXN-10883,2024-09-16,-22.75,EUR,Subscriptions,Spotify,Credit-003,Subscriptions - AWS,expense
TXN-10860,2024-09-17,-99.72,EUR,Groceries,Carrefour,Checking-001,Groceries - Aldi,expense
TXN-10882,2024-09-17,-24.01,EUR,Subscriptions,AWS,Savings-002,Subscriptions - AWS,expense
TXN-10870,2024-09-17,-49.08,EUR,Transport,BP,Savings-002,Transport - Shell,expense
TXN-10889,2024-09-18,-100.27,EUR,Shopping,Zara,Checking-001,Shopping - MediaMarkt,expense
TXN-10872,2024-09-18,-30.85,EUR,Transport,Train Co,Savings-002,Transport - Shell,expense
TXN-10865,2024-09-18,-23.28,EUR,Dining,Sushi Bar,Checking-001,Dining - Restaurant XYZ,expense
TXN-10881,2024-09-19,-24.66,EUR,Subscriptions,Spotify,Savings-002,Subscriptions - Netflix,expense
TXN-10854,2024-09-19,-83.79,EUR,Groceries,Carrefour,Credit-003,Groceries - Aldi,expense
TXN-10877,2024-09-20,-48.76,EUR,Transport,Uber,Savings-002,Transport - City Transit,expense
TXN-10885,2024-09-20,-11.07,EUR,Entertainment,Streaming Extra,Savings-002,Entertainment - Concert Hall,expense
TXN-10886,2024-09-20,-83.15,EUR,Entertainment,Cinema,Savings-002,Entertainment - Concert Hall,expense
TXN-10893,2024-09-22,-593.37,EUR,Investment,Crypto Exchange,Savings-002,Investment - Brokerage Account,expense
TXN-10890,2024-09-22,-100.72,EUR,Shopping,Zara,Credit-003,Shopping - Zara,expense
TXN-10873,2024-09-23,-44.76,EUR,Transport,Uber,Credit-003,Transport - City Transit,expense
TXN-10859,2024-09-25,-73.79,EUR,Groceries,Carrefour,Checking-001,Groceries - Whole Foods,expense
TXN-10869,2024-09-26,-28.95,EUR,Transport,Train Co,Credit-003,Transport - Shell,expense
TXN-10871,2024-09-27,-25.34,EUR,Transport,City Transit,Savings-002,Transport - Shell,expense
TXN-10856,2024-09-28,-88.27,EUR,Groceries,Tesco,Savings-002,Groceries - Aldi,expense
TXN-10863,2024-09-28,-35.95,EUR,Dining,Cafe Central,Checking-001,Dining - Sushi Bar,expense
TXN-10919,2024-10-01,-162.74,EUR,Utilities,Gas Provider,Savings-002,Utilities - Water Utility,expense
TXN-10920,2024-10-01,-157.23,EUR,Utilities,Gas Provider,Checking-001,Utilities - Water Utility,expense
TXN-10925,2024-10-01,-104.03,EUR,Healthcare,Pharmacy Plus,Checking-001,Healthcare - City Clinic,expense
TXN-10902,2024-10-01,-80.76,EUR,Groceries,Tesco,Credit-003,Groceries - Aldi,expense
TXN-10930,2024-10-01,-104.82,EUR,Insurance,SafeLife Insurance,Savings-002,Insurance - SafeLife Insurance,expense
TXN-10897,2024-10-01,-1400.0,EUR,Rent,City Properties Ltd,Credit-003,Rent - City Properties Ltd,expense
TXN-10895,2024-10-01,4525.12,EUR,Salary,Acme Corp Payroll,Checking-001,Salary - TechStart GmbH,income
TXN-10894,2024-10-01,4469.99,EUR,Salary,Acme Corp Payroll,Savings-002,Salary - Acme Corp Payroll,income
TXN-10911,2024-10-03,-35.3,EUR,Transport,City Transit,Savings-002,Transport - Train Co,expense
TXN-10921,2024-10-04,-23.59,EUR,Subscriptions,AWS,Credit-003,Subscriptions - Netflix,expense
TXN-10929,2024-10-04,-214.23,EUR,Shopping,Amazon,Credit-003,Shopping - Amazon,expense
TXN-10915,2024-10-04,-62.36,EUR,Transport,BP,Checking-001,Transport - Train Co,expense
TXN-10907,2024-10-05,-58.66,EUR,Dining,Pizza Place,Checking-001,Dining - Pizza Place,expense
TXN-10926,2024-10-06,-89.66,EUR,Entertainment,Streaming Extra,Checking-001,Entertainment - Streaming Extra,expense
TXN-10931,2024-10-10,-522.46,EUR,Investment,Crypto Exchange,Credit-003,Investment - Brokerage Account,expense
TXN-10909,2024-10-11,-22.48,EUR,Dining,Pizza Place,Savings-002,Dining - Pizza Place,expense
TXN-10900,2024-10-13,-117.33,EUR,Groceries,Whole Foods,Credit-003,Groceries - Lidl,expense
TXN-10901,2024-10-13,-100.02,EUR,Groceries,Whole Foods,Credit-003,Groceries - Lidl,expense
TXN-10917,2024-10-13,-24.12,EUR,Transport,Uber,Savings-002,Transport - Shell,expense
TXN-10906,2024-10-13,-89.98,EUR,Dining,Pizza Place,Credit-003,Dining - Pizza Place,expense
TXN-10928,2024-10-15,-212.25,EUR,Travel,Hotel Group,Savings-002,Travel - Airbnb,expense
TXN-10908,2024-10-15,-43.82,EUR,Dining,Cafe Central,Checking-001,Dining - Cafe Central,expense
TXN-10898,2024-10-18,-123.82,EUR,Groceries,Aldi,Checking-001,Groceries - Carrefour,expense
TXN-10912,2024-10-18,-52.35,EUR,Transport,Shell,Checking-001,Transport - City Transit,expense
TXN-10918,2024-10-18,-24.8,EUR,Transport,Uber,Credit-003,Transport - Shell,expense
TXN-10916,2024-10-20,-0.07,EUR,Transport,Uber,Credit-003,Transport - Shell,expense
TXN-10924,2024-10-21,-28.77,EUR,Subscriptions,Netflix,Credit-003,Subscriptions - Spotify,expense
TXN-10922,2024-10-21,-24.48,EUR,Subscriptions,Spotify,Credit-003,Subscriptions - GitHub,expense
TXN-10913,2024-10-22,-57.99,EUR,Transport,Shell,Savings-002,Transport - City Transit,expense
TXN-10905,2024-10-22,-14.32,EUR,Dining,Cafe Central,Credit-003,Dining - Restaurant XYZ,expense
TXN-10910,2024-10-23,-41.81,EUR,Transport,City Transit,Checking-001,Transport - Train Co,expense
TXN-10904,2024-10-24,-57.76,EUR,Groceries,Tesco,Savings-002,Groceries - Aldi,expense
TXN-10914,2024-10-25,-13.32,EUR,Transport,BP,Credit-003,Transport - Uber,expense
TXN-10896,2024-10-25,688.79,EUR,Freelance,Upwork,Credit-003,Freelance - Upwork,income
TXN-10923,2024-10-27,-25.31,EUR,Subscriptions,AWS,Credit-003,Subscriptions - GitHub,expense
TXN-10927,2024-10-27,-93.11,EUR,Entertainment,Concert Hall,Savings-002,Entertainment - Concert Hall,expense
TXN-10903,2024-10-27,-102.5,EUR,Groceries,Whole Foods,Credit-003,Groceries - Carrefour,expense
TXN-10899,2024-10-28,-92.59,EUR,Groceries,Carrefour,Checking-001,Groceries - Carrefour,expense
TXN-10972,2024-11-01,-91.97,EUR,Insurance,SafeLife Insurance,Credit-003,Insurance - SafeLife Insurance,expense
TXN-10932,2024-11-01,4869.33,EUR,Salary,TechStart GmbH,Savings-002,Salary - TechStart GmbH,income
TXN-10934,2024-11-01,-1400.0,EUR,Rent,City Properties Ltd,Credit-003,Rent - City Properties Ltd,expense
TXN-10962,2024-11-01,-143.26,EUR,Utilities,Electric Co,Checking-001,Utilities - Gas Provider,expense
TXN-10953,2024-11-01,-16.28,EUR,Transport,Uber,Credit-003,Transport - Train Co,expense
TXN-10964,2024-11-02,-32.68,EUR,Subscriptions,Adobe,Checking-001,Subscriptions - AWS,expense
TXN-10970,2024-11-03,-203.54,EUR,Travel,Booking.com,Checking-001,Travel - Airline,expense
TXN-10950,2024-11-04,-45.78,EUR,Transport,Train Co,Checking-001,Transport - Shell,expense
TXN-10935,2024-11-05,-71.19,EUR,Groceries,Whole Foods,Checking-001,Groceries - Carrefour,expense
TXN-10957,2024-11-05,-2.82,EUR,Transport,Train Co,Checking-001,Transport - BP,expense
TXN-10947,2024-11-06,-29.95,EUR,Dining,Cafe Central,Credit-003,Dining - Sushi Bar,expense
TXN-10941,2024-11-06,-71.42,EUR,Groceries,Carrefour,Checking-001,Groceries - Carrefour,expense
TXN-10945,2024-11-07,-58.26,EUR,Dining,Sushi Bar,Savings-002,Dining - Pizza Place,expense
TXN-10940,2024-11-08,-81.94,EUR,Groceries,Whole Foods,Checking-001,Groceries - Lidl,expense
TXN-10943,2024-11-09,-83.99,EUR,Groceries,Carrefour,Savings-002,Groceries - Whole Foods,expense
TXN-10948,2024-11-09,-69.88,EUR,Dining,Cafe Central,Credit-003,Dining - Pizza Place,expense
TXN-10955,2024-11-09,-30.82,EUR,Transport,Train Co,Savings-002,Transport - City Transit,expense
TXN-10938,2024-11-10,-81.87,EUR,Groceries,Whole Foods,Checking-001,Groceries - Aldi,expense
TXN-10971,2024-11-12,-53.76,EUR,Shopping,Amazon,Credit-003,Shopping - Zara,expense
TXN-10956,2024-11-12,-47.53,EUR,Transport,Train Co,Credit-003,Transport - Shell,expense
TXN-10958,2024-11-12,-52.81,EUR,Transport,City Transit,Credit-003,Transport - City Transit,expense
TXN-10961,2024-11-12,-28.79,EUR,Transport,BP,Checking-001,Transport - Uber,expense
TXN-10954,2024-11-13,-45.1,EUR,Transport,City Transit,Checking-001,Transport - Train Co,expense
TXN-10942,2024-11-15,-83.78,EUR,Groceries,Lidl,Savings-002,Groceries - Lidl,expense
TXN-10949,2024-11-15,-45.39,EUR,Transport,Shell,Savings-002,Transport - Train Co,expense
TXN-10973,2024-11-16,-553.41,EUR,Investment,Crypto Exchange,Checking-001,Investment - Brokerage Account,expense
TXN-10968,2024-11-17,-84.11,EUR,Entertainment,Concert Hall,Savings-002,Entertainment - Concert Hall,expense
TXN-10966,2024-11-19,-94.41,EUR,Healthcare,Dental Care,Savings-002,Healthcare - Pharmacy Plus,expense
TXN-10937,2024-11-19,-50.9,EUR,Groceries,Carrefour,Credit-003,Groceries - Lidl,expense
TXN-10960,2024-11-19,-25.49,EUR,Transport,City Transit,Credit-003,Transport - BP,expense
TXN-10969,2024-11-20,-46.16,EUR,Entertainment,Concert Hall,Checking-001,Entertainment - Cinema,expense
TXN-10965,2024-11-21,-23.66,EUR,Subscriptions,Adobe,Credit-003,Subscriptions - AWS,expense
TXN-10939,2024-11-21,-95.74,EUR,Groceries,Tesco,Checking-001,Groceries - Tesco,expense
TXN-10944,2024-11-22,-59.04,EUR,Dining,Restaurant XYZ,Savings-002,Dining - Restaurant XYZ,expense
TXN-10946,2024-11-23,-73.05,EUR,Dining,Pizza Place,Savings-002,Dining - Sushi Bar,expense
TXN-10952,2024-11-24,-39.42,EUR,Transport,Uber,Credit-003,Transport - Uber,expense
TXN-10959,2024-11-25,-30.35,EUR,Transport,BP,Checking-001,Transport - City Transit,expense
TXN-10963,2024-11-26,-16.88,EUR,Subscriptions,GitHub,Savings-002,Subscriptions - Netflix,expense
TXN-10967,2024-11-27,-17.39,EUR,Entertainment,Concert Hall,Savings-002,Entertainment - Cinema,expense
TXN-10933,2024-11-27,1288.91,EUR,Freelance,Toptal,Checking-001,Freelance - Client B,income
TXN-10936,2024-11-28,-79.4,EUR,Groceries,Lidl,Checking-001,Groceries - Lidl,expense
TXN-10951,2024-11-28,-21.58,EUR,Transport,Train Co,Checking-001,Transport - Shell,expense
TXN-11002,2024-12-01,-143.61,EUR,Utilities,Gas Provider,Checking-001,Utilities - Electric Co,expense
TXN-11013,2024-12-01,-97.39,EUR,Insurance,SafeLife Insurance,Credit-003,Insurance - SafeLife Insurance,expense
TXN-11014,2024-12-01,-106.03,EUR,Insurance,SafeLife Insurance,Checking-001,Insurance - SafeLife Insurance,expense
TXN-10992,2024-12-01,-49.86,EUR,Transport,Uber,Credit-003,Transport - Train Co,expense
TXN-10976,2024-12-01,-1400.0,EUR,Rent,City Properties Ltd,Checking-001,Rent - City Properties Ltd,expense
TXN-10974,2024-12-01,4279.84,EUR,Salary,TechStart GmbH,Checking-001,Salary - Acme Corp Payroll,income
TXN-10975,2024-12-02,915.48,EUR,Freelance,Client B,Checking-001,Freelance - Client A,income
TXN-11010,2024-12-02,-510.59,EUR,Travel,Airline,Credit-003,Travel - Airline,expense
TXN-10986,2024-12-03,-31.1,EUR,Dining,Cafe Central,Credit-003,Dining - Restaurant XYZ,expense
TXN-10993,2024-12-04,-25.56,EUR,Transport,BP,Credit-003,Transport - City Transit,expense
TXN-10995,2024-12-05,-33.78,EUR,Transport,Train Co,Savings-002,Transport - Shell,expense
TXN-10990,2024-12-05,-33.55,EUR,Transport,City Transit,Checking-001,Transport - Shell,expense
TXN-11004,2024-12-06,-13.4,EUR,Subscriptions,Netflix,Checking-001,Subscriptions - Spotify,expense
TXN-10985,2024-12-06,-69.67,EUR,Dining,Restaurant XYZ,Credit-003,Dining - Restaurant XYZ,expense
TXN-10977,2024-12-06,-84.16,EUR,Groceries,Aldi,Credit-003,Groceries - Carrefour,expense
TXN-10984,2024-12-07,-68.45,EUR,Dining,Sushi Bar,Checking-001,Dining - Restaurant XYZ,expense
TXN-10980,2024-12-08,-59.22,EUR,Groceries,Carrefour,Checking-001,Groceries - Carrefour,expense
TXN-11006,2024-12-09,-116.37,EUR,Healthcare,City Clinic,Credit-003,Healthcare - City Clinic,expense
TXN-11012,2024-12-09,-162.26,EUR,Shopping,MediaMarkt,Credit-003,Shopping - IKEA,expense
TXN-10997,2024-12-09,-39.6,EUR,Transport,BP,Checking-001,Transport - BP,expense
TXN-10982,2024-12-09,-73.43,EUR,Groceries,Whole Foods,Savings-002,Groceries - Carrefour,expense
TXN-11011,2024-12-12,-173.38,EUR,Shopping,Amazon,Checking-001,Shopping - Amazon,expense
TXN-11000,2024-12-12,-43.01,EUR,Transport,BP,Credit-003,Transport - City Transit,expense
TXN-10988,2024-12-12,-50.21,EUR,Dining,Sushi Bar,Checking-001,Dining - Sushi Bar,expense
TXN-10989,2024-12-13,-9.1,EUR,Transport,Train Co,Checking-001,Transport - BP,expense
TXN-11003,2024-12-13,-24.29,EUR,Subscriptions,AWS,Credit-003,Subscriptions - Netflix,expense
TXN-11007,2024-12-13,-49.15,EUR,Entertainment,Streaming Extra,Savings-002,Entertainment - Streaming Extra,expense
TXN-10979,2024-12-15,-67.47,EUR,Groceries,Aldi,Savings-002,Groceries - Tesco,expense
TXN-11009,2024-12-15,-178.67,EUR,Entertainment,Streaming Extra,Savings-002,Entertainment - Cinema,expense
TXN-11005,2024-12-16,-23.03,EUR,Subscriptions,GitHub,Checking-001,Subscriptions - Netflix,expense
TXN-10998,2024-12-18,-15.29,EUR,Transport,BP,Checking-001,Transport - Shell,expense
TXN-10999,2024-12-18,-53.22,EUR,Transport,Shell,Savings-002,Transport - Train Co,expense
TXN-10983,2024-12-19,-32.05,EUR,Groceries,Aldi,Savings-002,Groceries - Tesco,expense
TXN-10991,2024-12-20,-45.21,EUR,Transport,BP,Savings-002,Transport - City Transit,expense
TXN-11008,2024-12-20,-44.89,EUR,Entertainment,Cinema,Credit-003,Entertainment - Concert Hall,expense
TXN-10978,2024-12-21,-100.55,EUR,Groceries,Whole Foods,Checking-001,Groceries - Tesco,expense
TXN-10994,2024-12-23,-48.72,EUR,Transport,BP,Savings-002,Transport - Uber,expense
TXN-11015,2024-12-24,-715.29,EUR,Investment,Crypto Exchange,Savings-002,Investment - Crypto Exchange,expense
TXN-10987,2024-12-25,-6.07,EUR,Dining,Sushi Bar,Credit-003,Dining - Sushi Bar,expense
TXN-10981,2024-12-27,-82.29,EUR,Groceries,Carrefour,Credit-003,Groceries - Carrefour,expense
TXN-11001,2024-12-28,-56.11,EUR,Transport,Uber,Credit-003,Transport - City Transit,expense
TXN-10996,2024-12-28,-11.25,EUR,Transport,Train Co,Savings-002,Transport - Train Co,expense
TXN-11016,2025-01-01,4516.37,EUR,Salary,Acme Corp Payroll,Savings-002,Salary - TechStart GmbH,income
TXN-11017,2025-01-01,4480.22,EUR,Salary,TechStart GmbH,Checking-001,Salary - TechStart GmbH,income
TXN-11060,2025-01-01,-108.67,EUR,Insurance,SafeLife Insurance,Savings-002,Insurance - SafeLife Insurance,expense
TXN-11019,2025-01-01,-1400.0,EUR,Rent,City Properties Ltd,Credit-003,Rent - City Properties Ltd,expense
TXN-11049,2025-01-01,-181.88,EUR,Utilities,Electric Co,Savings-002,Utilities - Electric Co,expense
TXN-11048,2025-01-01,-200.66,EUR,Utilities,Water Utility,Savings-002,Utilities - Gas Provider,expense
TXN-11035,2025-01-02,-39.58,EUR,Transport,BP,Savings-002,Transport - Train Co,expense
TXN-11050,2025-01-02,-27.82,EUR,Subscriptions,Adobe,Savings-002,Subscriptions - Netflix,expense
TXN-11036,2025-01-02,-44.14,EUR,Transport,BP,Credit-003,Transport - City Transit,expense
TXN-11026,2025-01-03,-57.85,EUR,Groceries,Whole Foods,Checking-001,Groceries - Carrefour,expense
TXN-11058,2025-01-03,-63.03,EUR,Shopping,MediaMarkt,Checking-001,Shopping - MediaMarkt,expense
TXN-11023,2025-01-04,-107.46,EUR,Groceries,Aldi,Credit-003,Groceries - Tesco,expense
TXN-11031,2025-01-04,-33.84,EUR,Dining,Sushi Bar,Credit-003,Dining - Restaurant XYZ,expense
TXN-11047,2025-01-05,-26.0,EUR,Transport,Train Co,Credit-003,Transport - Shell,expense
TXN-11027,2025-01-06,-73.13,EUR,Groceries,Whole Foods,Checking-001,Groceries - Carrefour,expense
TXN-11029,2025-01-08,-28.64,EUR,Dining,Cafe Central,Checking-001,Dining - Cafe Central,expense
TXN-11040,2025-01-09,-36.06,EUR,Transport,BP,Credit-003,Transport - Shell,expense
TXN-11028,2025-01-09,-85.63,EUR,Groceries,Tesco,Savings-002,Groceries - Tesco,expense
TXN-11059,2025-01-11,-209.09,EUR,Shopping,MediaMarkt,Credit-003,Shopping - IKEA,expense
TXN-11039,2025-01-11,-27.05,EUR,Transport,Shell,Checking-001,Transport - Train Co,expense
TXN-11041,2025-01-12,-27.7,EUR,Transport,BP,Checking-001,Transport - BP,expense
TXN-11021,2025-01-13,-103.89,EUR,Groceries,Tesco,Savings-002,Groceries - Aldi,expense
TXN-11056,2025-01-13,-55.18,EUR,Entertainment,Concert Hall,Credit-003,Entertainment - Cinema,expense
TXN-11061,2025-01-14,-522.48,EUR,Investment,Brokerage Account,Checking-001,Investment - Brokerage Account,expense
TXN-11053,2025-01-14,-28.53,EUR,Subscriptions,AWS,Checking-001,Subscriptions - AWS,expense
TXN-11045,2025-01-14,-37.16,EUR,Transport,City Transit,Checking-001,Transport - City Transit,expense
TXN-11037,2025-01-15,-37.8,EUR,Transport,Train Co,Savings-002,Transport - Shell,expense
TXN-11051,2025-01-15,-27.05,EUR,Subscriptions,Adobe,Savings-002,Subscriptions - Adobe,expense
TXN-11043,2025-01-15,-64.63,EUR,Transport,City Transit,Credit-003,Transport - City Transit,expense
TXN-11046,2025-01-16,-53.15,EUR,Transport,City Transit,Savings-002,Transport - BP,expense
TXN-11025,2025-01-17,-85.23,EUR,Groceries,Whole Foods,Checking-001,Groceries - Whole Foods,expense
TXN-11034,2025-01-17,-50.98,EUR,Transport,City Transit,Credit-003,Transport - City Transit,expense
TXN-11018,2025-01-17,1427.38,EUR,Freelance,Client A,Credit-003,Freelance - Upwork,income
TXN-11052,2025-01-18,-26.84,EUR,Subscriptions,Adobe,Savings-002,Subscriptions - Netflix,expense
TXN-11054,2025-01-19,-109.41,EUR,Healthcare,Dental Care,Checking-001,Healthcare - Pharmacy Plus,expense
TXN-11033,2025-01-20,-71.24,EUR,Dining,Pizza Place,Savings-002,Dining - Cafe Central,expense
TXN-11024,2025-01-22,-84.3,EUR,Groceries,Whole Foods,Savings-002,Groceries - Whole Foods,expense
TXN-11022,2025-01-22,-71.59,EUR,Groceries,Carrefour,Checking-001,Groceries - Aldi,expense
